timestamp,detector_id,segment_id,direction,road_type,lanes,flow_15min,speed_kmh,occupancy_pct,travel_time_min,rain,event,is_weekend,is_peak,incident,congestion,severe_congestion
2026-03-02 09:30:00,D01,S01,东向,城市快速路,4,43,85.25,12.67,4.22,0,0,0,0,0,0,0
2026-03-02 09:45:00,D01,S01,东向,城市快速路,4,36,83.94,13.16,4.29,0,0,0,0,0,0,0
2026-03-02 10:00:00,D01,S01,东向,城市快速路,4,40,91.93,19.99,3.92,0,0,0,0,0,0,0
2026-03-02 10:15:00,D01,S01,东向,城市快速路,4,39,76.46,15.14,4.71,0,0,0,0,0,0,0
2026-03-02 10:30:00,D01,S01,东向,城市快速路,4,29,83.61,13.74,4.31,0,0,0,0,0,0,0
2026-03-02 10:45:00,D01,S01,东向,城市快速路,4,30,82.41,9.9,4.37,0,0,0,0,0,0,0
2026-03-02 11:00:00,D01,S01,东向,城市快速路,4,29,80.64,14.92,4.46,0,0,0,0,0,0,0
2026-03-02 11:15:00,D01,S01,东向,城市快速路,4,37,86.41,14.44,4.17,0,0,0,0,0,0,0
2026-03-02 11:30:00,D01,S01,东向,城市快速路,4,30,80.83,10.33,4.45,0,0,0,0,0,0,0
2026-03-02 11:45:00,D01,S01,东向,城市快速路,4,25,88.4,11.92,4.07,0,0,0,0,0,0,0
2026-03-02 12:00:00,D01,S01,东向,城市快速路,4,34,84.53,12.73,4.26,0,0,0,0,0,0,0
2026-03-02 12:15:00,D01,S01,东向,城市快速路,4,31,88.11,15.06,4.09,0,0,0,0,0,0,0
2026-03-02 12:30:00,D01,S01,东向,城市快速路,4,33,83.05,12.63,4.33,0,0,0,0,0,0,0
2026-03-02 12:45:00,D01,S01,东向,城市快速路,4,37,87.5,16.75,4.11,0,0,0,0,0,0,0
2026-03-02 13:00:00,D01,S01,东向,城市快速路,4,35,80.84,12.4,4.45,0,0,0,0,0,0,0
2026-03-02 13:15:00,D01,S01,东向,城市快速路,4,39,71.56,10.38,5.03,0,0,0,0,0,1,0
2026-03-02 13:30:00,D01,S01,东向,城市快速路,4,29,91.59,14.67,3.93,0,0,0,0,0,0,0
2026-03-02 13:45:00,D01,S01,东向,城市快速路,4,35,88.36,,4.07,0,0,0,0,0,0,0
2026-03-02 14:00:00,D01,S01,东向,城市快速路,4,36,79.62,16.98,4.52,0,0,0,0,0,0,0
2026-03-02 14:15:00,D01,S01,东向,城市快速路,4,30,91.7,11.62,3.93,0,0,0,0,0,0,0
2026-03-02 14:30:00,D01,S01,东向,城市快速路,4,27,88.0,8.99,4.09,0,0,0,0,0,0,0
2026-03-02 14:45:00,D01,S01,东向,城市快速路,4,36,89.11,15.05,4.04,0,0,0,0,0,0,0
2026-03-02 15:00:00,D01,S01,东向,城市快速路,4,37,89.55,16.71,4.02,0,0,0,0,0,0,0
2026-03-02 15:15:00,D01,S01,东向,城市快速路,4,40,77.48,13.9,4.65,0,0,0,0,0,0,0
2026-03-02 15:30:00,D01,S01,东向,城市快速路,4,45,79.27,12.8,4.54,0,0,0,0,0,0,0
2026-03-02 15:45:00,D01,S01,东向,城市快速路,4,40,81.01,10.87,4.44,0,0,0,0,0,0,0
2026-03-02 16:00:00,D01,S01,东向,城市快速路,4,50,81.26,19.55,4.43,0,0,0,0,0,0,0
2026-03-02 16:15:00,D01,S01,东向,城市快速路,4,61,82.42,19.17,4.37,0,0,0,0,0,0,0
2026-03-02 16:30:00,D01,S01,东向,城市快速路,4,58,76.43,17.99,4.71,0,0,0,1,0,0,0
2026-03-02 16:45:00,D01,S01,东向,城市快速路,4,62,83.17,17.09,4.33,0,0,0,1,0,0,0
2026-03-02 17:00:00,D01,S01,东向,城市快速路,4,82,73.75,27.09,4.88,0,0,0,1,0,1,0
2026-03-02 17:15:00,D01,S01,东向,城市快速路,4,86,73.68,25.33,4.89,0,0,0,1,0,1,0
2026-03-02 17:30:00,D01,S01,东向,城市快速路,4,89,79.68,27.48,4.52,0,0,0,1,0,0,0
2026-03-02 17:45:00,D01,S01,东向,城市快速路,4,85,80.19,27.51,4.49,0,0,0,1,0,0,0
2026-03-02 18:00:00,D01,S01,东向,城市快速路,4,85,80.45,25.13,4.47,0,0,0,1,0,0,0
2026-03-02 18:15:00,D01,S01,东向,城市快速路,4,85,84.22,24.98,4.27,0,0,0,1,0,0,0
2026-03-02 18:30:00,D01,S01,东向,城市快速路,4,91,69.82,27.59,5.16,0,0,0,1,0,1,1
2026-03-02 18:45:00,D01,S01,东向,城市快速路,4,67,81.67,23.32,4.41,0,0,0,1,0,0,0
2026-03-02 19:00:00,D01,S01,东向,城市快速路,4,71,86.32,21.9,4.17,0,0,0,1,0,0,0
2026-03-02 19:15:00,D01,S01,东向,城市快速路,4,63,88.62,21.42,4.06,0,0,0,1,0,0,0
2026-03-02 19:30:00,D01,S01,东向,城市快速路,4,49,84.89,16.37,4.24,0,0,0,0,0,0,0
2026-03-02 19:45:00,D01,S01,东向,城市快速路,4,41,90.6,14.13,3.97,0,0,0,0,0,0,0
2026-03-02 20:00:00,D01,S01,东向,城市快速路,4,42,89.61,11.79,4.02,0,0,0,0,0,0,0
2026-03-02 20:15:00,D01,S01,东向,城市快速路,4,33,90.22,13.84,3.99,0,0,0,0,0,0,0
2026-03-02 20:30:00,D01,S01,东向,城市快速路,4,27,82.94,13.23,4.34,0,0,0,0,0,0,0
2026-03-02 20:45:00,D01,S01,东向,城市快速路,4,46,78.05,18.82,4.61,0,0,0,0,0,0,0
2026-03-02 21:00:00,D01,S01,东向,城市快速路,4,33,89.92,16.72,4.0,0,0,0,0,0,0,0
2026-03-02 21:15:00,D01,S01,东向,城市快速路,4,36,80.33,15.47,4.48,0,0,0,0,0,0,0
2026-03-02 21:30:00,D01,S01,东向,城市快速路,4,28,88.88,10.84,4.05,0,0,0,0,0,0,0
2026-03-02 21:45:00,D01,S01,东向,城市快速路,4,34,87.89,12.95,4.1,0,0,0,0,0,0,0
2026-03-02 22:00:00,D01,S01,东向,城市快速路,4,38,85.68,14.26,4.2,0,0,0,0,0,0,0
2026-03-02 22:15:00,D01,S01,东向,城市快速路,4,27,85.2,11.36,4.23,0,0,0,0,0,0,0
2026-03-02 22:30:00,D01,S01,东向,城市快速路,4,38,188.0,13.96,4.56,0,0,0,0,0,0,0
2026-03-02 22:45:00,D01,S01,东向,城市快速路,4,-12,87.81,12.01,4.1,0,0,0,0,0,0,0
2026-03-02 23:00:00,D01,S01,东向,城市快速路,4,25,85.95,135.0,4.19,0,0,0,0,0,0,0
2026-02-30 08:00,D01,S01,东向,城市快速路,4,33,84.2,12.19,4.28,0,0,0,0,0,0,0
2026-03-02 23:30:00,D01,S01,东向,城市快速路,4,32,88.87,12.96,4.05,0,0,0,0,0,0,0
2026-03-02 23:45:00,D01,S01,东向,城市快速路,4,33,83.7,15.02,4.3,0,0,0,0,0,0,0
2026-03-03 00:00:00,D01,S01,东向,城市快速路,4,31,85.29,13.33,4.22,0,0,0,0,0,0,0
2026-03-03 00:15:00,D01,S01,东向,城市快速路,4,39,77.42,14.04,4.65,0,0,0,0,0,0,0
2026-03-03 00:30:00,D01,S01,东向,城市快速路,4,25,90.63,12.85,3.97,0,0,0,0,0,0,0
2026-03-03 00:45:00,D01,S01,东向,城市快速路,4,32,88.92,15.7,4.05,0,0,0,0,0,0,0
2026-03-03 01:00:00,D01,S01,东向,城市快速路,4,28,79.97,13.18,4.5,0,0,0,0,0,0,0
2026-03-03 01:15:00,D01,S01,东向,城市快速路,4,42,85.46,13.75,4.21,0,0,0,0,0,0,0
2026-03-03 01:30:00,D01,S01,东向,城市快速路,4,35,80.7,11.89,4.46,0,0,0,0,0,0,0
2026-03-03 01:45:00,D01,S01,东向,城市快速路,4,35,90.69,13.51,3.97,0,0,0,0,0,0,0
2026-03-03 02:00:00,D01,S01,东向,城市快速路,4,36,81.4,13.25,4.42,0,0,0,0,0,0,0
2026-03-03 02:15:00,D01,S01,东向,城市快速路,4,28,90.66,11.12,3.97,0,0,0,0,0,0,0
2026-03-03 02:30:00,D01,S01,东向,城市快速路,4,35,85.09,14.05,4.23,0,0,0,0,0,0,0
2026-03-03 02:45:00,D01,S01,东向,城市快速路,4,35,78.96,14.38,4.56,0,0,0,0,0,0,0
2026-03-03 03:00:00,D01,S01,东向,城市快速路,4,39,91.58,15.54,3.93,0,0,0,0,0,0,0
2026-03-03 03:15:00,D01,S01,东向,城市快速路,4,37,85.31,15.4,4.22,0,0,0,0,0,0,0
2026-03-03 03:30:00,D01,S01,东向,城市快速路,4,30,81.28,10.38,4.43,0,0,0,0,0,0,0
2026-03-03 03:45:00,D01,S01,东向,城市快速路,4,19,90.54,8.23,3.98,0,0,0,0,0,0,0
2026-03-03 04:00:00,D01,S01,东向,城市快速路,4,29,83.12,9.22,4.33,0,0,0,0,0,0,0
2026-03-03 04:15:00,D01,S01,东向,城市快速路,4,23,89.79,13.46,4.01,0,0,0,0,0,0,0
2026-03-03 04:30:00,D01,S01,东向,城市快速路,4,29,91.66,7.53,3.93,0,0,0,0,0,0,0
2026-03-03 04:45:00,D01,S01,东向,城市快速路,4,42,85.03,13.26,4.23,0,0,0,0,0,0,0
2026-03-03 05:00:00,D01,S01,东向,城市快速路,4,37,88.45,13.55,4.07,0,0,0,0,0,0,0
2026-03-03 05:15:00,D01,S01,东向,城市快速路,4,44,85.85,13.83,4.19,0,0,0,0,0,0,0
2026-03-03 05:30:00,D01,S01,东向,城市快速路,4,20,89.92,14.57,4.0,0,0,0,0,0,0,0
2026-03-03 05:45:00,D01,S01,东向,城市快速路,4,31,85.64,17.01,4.2,0,0,0,0,0,0,0
2026-03-03 06:00:00,D01,S01,东向,城市快速路,4,43,81.33,17.35,4.43,0,0,0,0,0,0,0
2026-03-03 06:15:00,D01,S01,东向,城市快速路,4,46,82.08,18.53,4.39,0,0,0,0,0,0,0
2026-03-03 06:30:00,D01,S01,东向,城市快速路,4,51,83.25,19.35,4.32,0,0,0,0,0,0,0
2026-03-03 06:45:00,D01,S01,东向,城市快速路,4,53,83.51,17.64,4.31,0,0,0,0,0,0,0
2026-03-03 07:00:00,D01,S01,东向,城市快速路,4,58,77.25,20.31,4.66,0,0,0,1,0,0,0
2026-03-03 07:15:00,D01,S01,东向,城市快速路,4,69,72.14,21.95,4.99,0,0,0,1,0,1,0
2026-03-03 07:30:00,D01,S01,东向,城市快速路,4,83,76.53,26.14,4.7,0,0,0,1,0,0,0
2026-03-03 07:45:00,D01,S01,东向,城市快速路,4,83,77.25,22.45,4.66,0,0,0,1,0,0,0
2026-03-03 08:00:00,D01,S01,东向,城市快速路,4,91,72.51,28.19,4.96,0,0,0,1,0,1,0
2026-03-03 08:15:00,D01,S01,东向,城市快速路,4,87,68.9,24.08,5.22,0,0,0,1,0,1,1
2026-03-03 08:30:00,D01,S01,东向,城市快速路,4,71,80.43,22.61,4.48,0,0,0,1,0,0,0
2026-03-03 08:45:00,D01,S01,东向,城市快速路,4,67,84.21,20.27,4.28,0,0,0,1,0,0,0
2026-03-03 09:00:00,D01,S01,东向,城市快速路,4,62,78.92,17.03,4.56,0,0,0,1,0,0,0
2026-03-03 09:15:00,D01,S01,东向,城市快速路,4,58,79.82,19.44,4.51,0,0,0,1,0,0,0
2026-03-03 09:30:00,D01,S01,东向,城市快速路,4,56,81.5,22.5,4.42,0,0,0,0,0,0,0
2026-03-03 09:45:00,D01,S01,东向,城市快速路,4,52,81.55,16.93,4.41,0,0,0,0,0,0,0
2026-03-03 10:00:00,D01,S01,东向,城市快速路,4,49,87.12,17.59,4.13,0,0,0,0,0,0,0
2026-03-03 10:15:00,D01,S01,东向,城市快速路,4,27,80.03,13.69,4.5,0,0,0,0,0,0,0
2026-03-03 10:30:00,D01,S01,东向,城市快速路,4,35,86.27,14.02,4.17,0,0,0,0,0,0,0
2026-03-03 10:45:00,D01,S01,东向,城市快速路,4,43,84.43,15.8,4.26,0,0,0,0,0,0,0
2026-03-03 11:00:00,D01,S01,东向,城市快速路,4,37,86.25,7.43,4.17,0,0,0,0,0,0,0
2026-03-03 11:15:00,D01,S01,东向,城市快速路,4,36,87.95,14.09,4.09,0,0,0,0,0,0,0
2026-03-03 11:30:00,D01,S01,东向,城市快速路,4,13,82.49,9.78,4.36,0,0,0,0,0,0,0
2026-03-03 11:45:00,D01,S01,东向,城市快速路,4,24,82.27,12.15,4.38,0,0,0,0,0,0,0
2026-03-03 12:00:00,D01,S01,东向,城市快速路,4,23,85.93,8.18,4.19,0,0,0,0,0,0,0
2026-03-03 12:15:00,D01,S01,东向,城市快速路,4,43,79.81,14.51,4.51,0,0,0,0,0,0,0
2026-03-03 12:30:00,D01,S01,东向,城市快速路,4,21,87.96,11.55,4.09,0,0,0,0,0,0,0
2026-03-03 12:45:00,D01,S01,东向,城市快速路,4,31,84.21,15.73,4.27,0,0,0,0,0,0,0
2026-03-03 13:00:00,D01,S01,东向,城市快速路,4,24,80.61,8.79,4.47,0,0,0,0,0,0,0
2026-03-03 13:15:00,D01,S01,东向,城市快速路,4,27,89.54,14.93,4.02,0,0,0,0,0,0,0
2026-03-03 13:30:00,D01,S01,东向,城市快速路,4,26,80.47,7.52,4.47,0,0,0,0,0,0,0
2026-03-03 13:45:00,D01,S01,东向,城市快速路,4,39,89.1,16.08,4.04,0,0,0,0,0,0,0
2026-03-03 14:00:00,D01,S01,东向,城市快速路,4,40,91.56,17.98,3.93,0,0,0,0,0,0,0
2026-03-03 14:15:00,D01,S01,东向,城市快速路,4,27,89.64,15.56,4.02,0,0,0,0,0,0,0
2026-03-03 14:30:00,D01,S01,东向,城市快速路,4,43,78.26,11.77,4.6,0,0,0,0,0,0,0
2026-03-03 14:45:00,D01,S01,东向,城市快速路,4,34,82.53,13.79,4.36,0,0,0,0,0,0,0
2026-03-03 15:00:00,D01,S01,东向,城市快速路,4,32,76.61,16.16,4.7,0,0,0,0,0,0,0
2026-03-03 15:15:00,D01,S01,东向,城市快速路,4,46,93.17,13.85,3.86,0,0,0,0,0,0,0
2026-03-03 15:30:00,D01,S01,东向,城市快速路,4,41,80.58,13.23,4.47,0,0,0,0,0,0,0
2026-03-03 15:45:00,D01,S01,东向,城市快速路,4,46,78.03,15.71,4.61,0,0,0,0,0,0,0
2026-03-03 16:00:00,D01,S01,东向,城市快速路,4,44,81.56,17.29,4.41,0,0,0,0,0,0,0
2026-03-03 16:15:00,D01,S01,东向,城市快速路,4,47,78.86,18.18,4.56,0,0,0,0,0,0,0
2026-03-03 16:30:00,D01,S01,东向,城市快速路,4,76,79.1,21.82,4.55,0,0,0,1,0,0,0
2026-03-03 16:45:00,D01,S01,东向,城市快速路,4,78,74.62,20.39,4.82,0,0,0,1,0,1,0
2026-03-03 17:00:00,D01,S01,东向,城市快速路,4,84,82.35,27.18,4.37,0,0,0,1,0,0,0
2026-03-03 17:15:00,D01,S01,东向,城市快速路,4,85,72.81,25.36,4.94,0,0,0,1,0,1,0
2026-03-03 17:30:00,D01,S01,东向,城市快速路,4,81,74.82,21.81,4.81,0,0,0,1,0,1,0
2026-03-03 17:45:00,D01,S01,东向,城市快速路,4,99,69.76,29.0,5.16,0,0,0,1,0,1,1
2026-03-03 18:00:00,D01,S01,东向,城市快速路,4,85,69.64,23.45,5.17,0,0,0,1,0,1,1
2026-03-03 18:15:00,D01,S01,东向,城市快速路,4,81,74.72,23.36,4.82,0,0,0,1,0,1,0
2026-03-03 18:30:00,D01,S01,东向,城市快速路,4,86,70.96,26.7,5.07,0,0,0,1,0,1,0
2026-03-03 18:45:00,D01,S01,东向,城市快速路,4,81,79.15,24.61,4.55,0,0,0,1,0,0,0
2026-03-03 19:00:00,D01,S01,东向,城市快速路,4,64,71.87,20.41,5.01,0,0,0,1,0,1,0
2026-03-03 19:15:00,D01,S01,东向,城市快速路,4,59,78.52,21.24,4.58,0,0,0,1,0,0,0
2026-03-03 19:30:00,D01,S01,东向,城市快速路,4,44,88.56,14.08,4.07,0,0,0,0,0,0,0
2026-03-03 19:45:00,D01,S01,东向,城市快速路,4,41,77.3,15.59,4.66,0,0,0,0,0,0,0
2026-03-03 20:00:00,D01,S01,东向,城市快速路,4,36,89.38,14.68,4.03,0,0,0,0,0,0,0
2026-03-03 20:15:00,D01,S01,东向,城市快速路,4,38,80.58,15.55,4.47,0,0,0,0,0,0,0
2026-03-03 20:30:00,D01,S01,东向,城市快速路,4,27,87.6,10.32,4.11,0,0,0,0,0,0,0
2026-03-03 20:45:00,D01,S01,东向,城市快速路,4,28,78.44,12.49,4.59,0,0,0,0,0,0,0
2026-03-03 21:00:00,D01,S01,东向,城市快速路,4,39,,14.43,4.04,0,0,0,0,0,0,0
2026-03-03 21:15:00,D01,S01,东向,城市快速路,4,33,78.54,13.94,4.58,0,0,0,0,0,0,0
2026-03-03 21:30:00,D01,S01,东向,城市快速路,4,27,82.71,13.24,4.35,0,0,0,0,0,0,0
2026-03-03 21:45:00,D01,S01,东向,城市快速路,4,30,83.24,15.03,4.32,0,0,0,0,0,0,0
2026-03-03 22:00:00,D01,S01,东向,城市快速路,4,22,83.72,6.62,4.3,0,0,0,0,0,0,0
2026-03-03 22:15:00,D01,S01,东向,城市快速路,4,27,85.85,11.05,4.19,0,0,0,0,0,0,0
2026-03-03 22:30:00,D01,S01,东向,城市快速路,4,37,79.25,18.11,4.54,0,0,0,0,0,0,0
2026-03-03 22:45:00,D01,S01,东向,城市快速路,4,31,82.92,10.72,4.34,0,0,0,0,0,0,0
2026-03-03 23:00:00,D01,S01,东向,城市快速路,4,35,78.65,16.15,4.58,0,0,0,0,0,0,0
2026-03-03 23:15:00,D01,S01,东向,城市快速路,4,28,90.24,9.83,3.99,0,0,0,0,0,0,0
2026-03-03 23:30:00,D01,S01,东向,城市快速路,4,22,82.58,9.37,4.36,0,0,0,0,0,0,0
2026-03-03 23:45:00,D01,S01,东向,城市快速路,4,28,84.95,12.05,4.24,0,0,0,0,0,0,0
2026-03-04 00:00:00,D01,S01,东向,城市快速路,4,31,82.75,9.88,4.35,0,0,0,0,0,0,0
2026-03-04 00:15:00,D01,S01,东向,城市快速路,4,29,93.07,16.08,3.87,0,0,0,0,0,0,0
2026-03-04 00:30:00,D01,S01,东向,城市快速路,4,46,89.36,14.45,4.03,0,0,0,0,0,0,0
2026-03-04 00:45:00,D01,S01,东向,城市快速路,4,23,88.82,10.65,4.05,0,0,0,0,0,0,0
2026-03-04 01:00:00,D01,S01,东向,城市快速路,4,20,82.4,10.31,4.37,0,0,0,0,0,0,0
2026-03-04 01:15:00,D01,S01,东向,城市快速路,4,37,82.43,13.71,4.37,0,0,0,0,0,0,0
2026-03-04 01:30:00,D01,S01,东向,城市快速路,4,34,87.1,14.63,4.13,0,0,0,0,0,0,0
2026-03-04 01:45:00,D01,S01,东向,城市快速路,4,41,86.72,18.84,4.15,0,0,0,0,0,0,0
2026-03-04 02:00:00,D01,S01,东向,城市快速路,4,31,82.74,15.07,4.35,0,0,0,0,0,0,0
2026-03-04 02:15:00,D01,S01,东向,城市快速路,4,16,86.76,5.97,4.15,0,0,0,0,0,0,0
2026-03-04 02:30:00,D01,S01,东向,城市快速路,4,27,83.93,14.24,4.29,0,0,0,0,0,0,0
2026-03-04 02:45:00,D01,S01,东向,城市快速路,4,29,84.76,12.41,4.25,0,0,0,0,0,0,0
2026-03-04 03:00:00,D01,S01,东向,城市快速路,4,27,87.35,16.37,4.12,0,0,0,0,0,0,0
2026-03-04 03:15:00,D01,S01,东向,城市快速路,4,27,78.89,14.6,4.56,0,0,0,0,0,0,0
2026-03-04 03:30:00,D01,S01,东向,城市快速路,4,27,85.93,13.44,4.19,0,0,0,0,0,0,0
2026-03-04 03:45:00,D01,S01,东向,城市快速路,4,36,82.02,17.19,4.39,0,0,0,0,0,0,0
2026-03-04 04:00:00,D01,S01,东向,城市快速路,4,24,92.72,9.98,3.88,0,0,0,0,0,0,0
2026-03-04 04:15:00,D01,S01,东向,城市快速路,4,19,91.04,11.36,3.95,0,0,0,0,0,0,0
2026-03-04 04:30:00,D01,S01,东向,城市快速路,4,34,80.9,11.83,4.45,0,0,0,0,0,0,0
2026-03-04 04:45:00,D01,S01,东向,城市快速路,4,28,79.33,12.56,4.54,0,0,0,0,0,0,0
2026-03-04 05:00:00,D01,S01,东向,城市快速路,4,37,86.72,12.79,4.15,0,0,0,0,0,0,0
2026-03-04 05:15:00,D01,S01,东向,城市快速路,4,33,75.54,12.33,4.77,0,0,0,0,0,0,0
2026-03-04 05:30:00,D01,S01,东向,城市快速路,4,38,84.57,13.62,4.26,0,0,0,0,0,0,0
2026-03-04 05:45:00,D01,S01,东向,城市快速路,4,32,86.26,12.44,4.17,0,0,0,0,0,0,0
2026-03-04 06:00:00,D01,S01,东向,城市快速路,4,39,81.47,11.59,4.42,1,0,0,0,0,0,0
2026-03-04 06:15:00,D01,S01,东向,城市快速路,4,36,81.97,12.95,4.39,1,0,0,0,0,0,0
2026-03-04 06:30:00,D01,S01,东向,城市快速路,4,49,79.25,21.63,4.54,1,0,0,0,1,0,0
2026-03-04 06:45:00,D01,S01,东向,城市快速路,4,60,68.27,22.71,5.27,1,0,0,0,0,1,1
2026-03-04 07:00:00,D01,S01,东向,城市快速路,4,65,70.38,22.68,5.12,1,0,0,1,0,1,0
2026-03-04 07:15:00,D01,S01,东向,城市快速路,4,71,72.16,25.45,4.99,1,0,0,1,0,1,0
2026-03-04 07:30:00,D01,S01,东向,城市快速路,4,78,68.89,20.85,5.23,1,0,0,1,0,1,1
2026-03-04 07:45:00,D01,S01,东向,城市快速路,4,84,68.71,22.41,5.24,1,0,0,1,0,1,1
2026-03-04 08:00:00,D01,S01,东向,城市快速路,4,88,73.82,28.22,4.88,1,0,0,1,0,1,0
2026-03-04 08:15:00,D01,S01,东向,城市快速路,4,86,67.93,25.91,5.3,1,0,0,1,0,1,1
2026-03-04 08:30:00,D01,S01,东向,城市快速路,4,85,69.85,26.8,5.15,1,0,0,1,0,1,1
2026-03-04 08:45:00,D01,S01,东向,城市快速路,4,62,76.72,23.99,4.69,1,0,0,1,0,0,0
2026-03-04 09:00:00,D01,S01,东向,城市快速路,4,71,78.01,21.34,4.61,1,0,0,1,0,0,0
2026-03-04 09:15:00,D01,S01,东向,城市快速路,4,50,77.19,17.19,4.66,1,0,0,1,0,0,0
2026-03-04 09:30:00,D01,S01,东向,城市快速路,4,53,73.62,11.81,4.89,1,0,0,0,0,1,0
2026-03-04 09:45:00,D01,S01,东向,城市快速路,4,50,75.77,19.9,4.75,1,0,0,0,0,0,0
2026-03-04 10:00:00,D01,S01,东向,城市快速路,4,40,72.13,15.84,4.99,1,0,0,0,0,1,0
2026-03-04 10:15:00,D01,S01,东向,城市快速路,4,38,81.67,16.59,4.41,1,0,0,0,0,0,0
2026-03-04 10:30:00,D01,S01,东向,城市快速路,4,40,68.69,17.02,5.24,1,0,0,0,0,1,1
2026-03-04 10:45:00,D01,S01,东向,城市快速路,4,33,73.16,9.67,4.92,1,0,0,0,0,1,0
2026-03-04 11:00:00,D01,S01,东向,城市快速路,4,36,83.59,18.91,4.31,1,0,0,0,0,0,0
2026-03-04 11:15:00,D01,S01,东向,城市快速路,4,38,81.63,12.45,4.41,1,0,0,0,0,0,0
